ID,x1,x2,x3,x4,y1,y2,y3,y4,choice
3162,2,3,6,1,10,1,10,10,3
3163,6,10,4,6,2,9,4,10,1
3163,9,8,8,3,6,5,5,10,4
3163,1,7,10,3,7,2,1,10,2
3163,5,1,2,5,7,10,3,3,1
3163,8,8,10,3,4,6,9,8,3
3163,9,5,2,8,5,3,3,10,3
3163,1,8,3,8,3,2,2,3,1
3163,9,7,5,7,5,6,10,8,1
3164,4,8,9,9,5,10,1,7,2
3164,4,9,2,1,7,8,9,1,2
3164,5,7,5,6,4,3,8,9,4
3164,2,6,4,1,9,1,3,7,2
3164,4,9,5,9,1,3,2,7,4
3164,6,9,9,2,3,3,2,7,3
3164,4,4,2,6,7,10,6,4,1
3164,6,3,7,8,3,5,7,4,4
3165,1,4,3,9,3,1,7,8,3
3165,1,2,8,10,5,7,10,5,4
3165,2,10,10,7,2,4,5,10,4
3165,1,1,2,10,3,8,1,7,2
3165,6,4,8,6,4,2,10,4,2
3165,7,7,10,7,8,4,7,2,2
3165,10,5,2,9,4,2,10,5,2
3165,1,3,5,4,9,1,2,10,2
3166,2,1,5,3,10,3,5,3,2
3166,9,7,2,8,1,10,4,5,1
3166,8,9,1,3,1,5,6,6,2
3166,10,3,7,9,9,9,2,9,4
3166,5,2,7,8,2,9,8,8,3
3166,10,5,6,10,4,1,1,8,1
3166,10,7,6,10,6,8,9,7,2
3166,10,2,10,4,5,9,9,8,1
3167,4,6,10,7,8,10,1,8,2
3167,4,5,7,4,3,1,4,5,3
3167,4,8,9,7,5,4,5,8,3
3167,8,2,10,6,5,7,7,10,1
3167,6,4,1,3,8,1,10,5,1
3167,1,2,3,10,5,10,6,8,4
3167,6,3,6,10,1,8,4,6,2
3167,10,10,7,7,10,8,2,10,1
3168,2,2,1,7,4,6,1,1,4
3168,5,5,2,7,3,4,10,4,3
3168,2,5,2,6,3,5,4,6,3
3168,9,10,4,7,10,10,9,8,2
3168,9,10,3,9,9,1,4,3,3
3168,1,5,1,6,6,9,2,5,4
3168,7,9,8,5,2,6,6,9,4
3168,5,1,10,4,6,7,7,1,2
3169,10,6,5,10,2,9,6,7,1
3169,3,3,9,4,8,10,7,5,3
3169,5,6,1,9,10,6,10,4,4
3169,3,10,8,5,5,2,9,5,2
3169,10,1,4,8,9,3,5,10,2
3169,6,1,7,7,5,9,6,1,4
3169,3,10,5,3,10,10,10,2,4
3169,9,8,8,5,9,6,7,3,4
3170,1,7,1,8,2,5,6,10,2
3170,10,1,9,1,3,3,3,9,1
3170,10,5,8,9,5,4,5,7,4
3170,7,7,3,4,8,10,3,6,3
3170,7,3,1,1,8,2,5,9,1
3170,6,2,5,8,10,10,2,10,4
3170,9,2,5,2,2,6,4,2,2
3170,7,4,10,5,6,7,3,2,3
3171,1,1,10,4,3,3,9,6,1
3171,8,1,7,10,2,10,4,3,1
3171,5,2,8,5,6,8,1,5,3
3171,5,1,9,9,4,9,4,7,2
3171,10,9,2,7,7,8,3,10,4
3171,5,4,6,1,5,8,8,10,4
3171,5,10,9,8,1,2,5,10,1
3171,7,4,4,8,6,3,4,7,3
3172,9,2,6,6,8,5,8,8,2
3172,9,7,3,6,9,3,5,9,2
3172,8,10,3,3,5,10,2,3,4
3172,1,1,2,9,5,4,9,4,3
3172,4,2,3,1,2,10,10,8,1
3172,5,5,1,5,9,5,8,8,3
3172,5,2,2,10,6,3,2,7,2
3172,10,3,8,3,9,2,7,5,2
3173,10,8,7,9,7,6,8,7,2
3173,10,4,7,6,2,7,1,9,3
3173,8,1,6,1,2,4,5,5,4
3173,7,6,3,9,6,7,3,9,4
3173,5,6,4,9,9,2,3,9,3
3173,7,9,4,3,3,8,4,2,2
3173,7,6,7,9,10,9,4,8,3
3173,6,10,9,9,10,8,2,4,2
3174,3,3,8,7,9,4,2,4,1
3174,6,1,5,7,7,7,6,9,1
3174,5,2,6,9,3,6,10,3,3
3174,6,2,3,5,7,10,6,4,4
3174,6,8,6,8,6,6,3,4,4
3174,4,7,9,9,7,10,6,3,2
3174,1,5,1,3,9,5,8,5,2
3174,6,10,1,10,2,1,8,1,2
3175,1,3,7,6,7,10,3,8,3
3175,1,4,2,2,10,4,9,5,2
3175,2,1,7,10,9,9,3,5,3
3175,5,9,7,5,7,8,3,7,3
3175,7,7,4,6,10,9,5,1,4
3175,4,10,2,10,7,3,2,1,1
3175,8,3,7,7,10,1,7,8,1
3175,2,4,10,10,10,3,4,10,1
3176,2,1,2,7,4,3,4,7,4
3176,8,4,4,9,5,3,9,3,4
3176,2,2,5,1,2,6,10,1,1
3176,5,7,9,5,4,2,5,5,3
3176,1,6,7,7,3,3,5,9,3
3176,3,6,1,7,4,5,10,7,1
3176,6,6,4,5,9,7,3,7,3
3176,7,9,3,4,7,6,4,7,3
3177,10,10,6,5,6,9,7,5,2
3177,5,8,3,8,2,4,9,9,4
3177,8,4,4,4,8,8,6,1,3
3177,3,10,6,10,9,4,2,8,4
3177,9,3,5,5,7,8,2,7,3
3177,6,10,7,2,8,10,8,9,4
3177,1,3,4,5,4,3,7,2,4
3177,10,2,2,5,2,3,1,1,1
3178,7,7,4,4,10,10,7,5,2
3178,2,7,9,4,8,7,9,5,3
3178,4,10,8,6,3,4,6,1,2
3178,3,6,6,8,7,2,5,1,2
3178,3,8,9,5,10,10,3,5,2
3178,8,1,10,2,9,4,2,7,3
3178,6,5,9,1,6,5,3,5,3
3178,10,2,10,4,3,5,1,9,1
3179,5,5,7,9,9,1,9,7,2
3179,4,7,7,6,2,2,8,10,1
3179,6,5,7,6,1,10,8,1,2
3179,7,9,4,3,10,9,5,9,4
3179,7,1,7,8,4,3,4,1,2
3179,2,1,5,3,4,1,1,9,2
3179,4,6,1,10,9,7,4,3,3
3179,3,3,10,5,8,10,10,7,1
3180,1,8,8,6,3,4,5,4,3
3180,7,5,3,9,6,1,8,5,3
3180,5,6,10,1,7,9,4,3,1
3180,3,9,3,7,10,2,10,10,1
3180,2,7,2,4,8,7,10,4,3
3180,7,6,9,9,2,4,5,9,4
3180,7,7,7,4,7,4,4,3,1
3180,5,10,5,5,8,2,3,6,1
3181,4,6,9,5,10,8,2,8,3
3181,6,6,4,9,6,9,3,4,3
3181,3,7,6,7,3,5,3,4,1
3181,6,4,9,7,10,4,7,9,2
3181,4,10,8,7,3,7,6,2,2
3181,2,1,4,10,2,4,6,1,4
3181,7,4,1,8,5,2,6,8,2
3181,1,9,5,7,4,6,8,3,2
3182,9,7,2,10,4,6,8,6,1
3182,3,7,1,7,2,5,2,8,1
3182,2,2,5,9,9,3,6,10,1
3182,1,9,8,7,8,2,8,8,2
3182,10,2,5,4,5,7,10,2,3
3182,4,4,3,7,1,6,3,9,1
3182,5,7,7,6,2,6,3,6,1
3182,8,8,5,4,3,9,2,7,2
3183,3,1,2,10,1,2,7,7,3
3183,7,7,8,4,2,9,3,6,2
3183,4,9,6,5,4,2,10,5,3
3183,2,4,7,2,1,7,1,7,2
3183,5,10,4,5,7,6,5,9,4
3183,5,4,4,8,8,3,3,8,4
3183,2,2,8,9,2,5,10,3,1
3183,3,7,8,7,5,5,5,3,4
3184,6,4,6,3,4,5,10,10,4
3184,7,4,7,10,5,8,6,10,1
3184,10,8,8,10,1,3,1,8,1
3184,8,9,10,5,8,4,1,8,1
3184,9,3,4,6,2,8,3,4,1
3184,9,1,7,3,2,10,6,1,1
3184,5,1,8,1,4,1,1,6,3
3184,2,2,8,6,7,3,4,9,3
3185,3,4,3,3,2,8,2,1,2
3185,10,10,3,7,10,8,8,9,1
3185,7,5,8,2,3,5,1,8,4
3185,4,5,5,4,3,5,7,4,2
3185,8,9,6,10,2,4,10,5,3
3185,3,8,8,8,2,4,5,5,1
3185,1,2,8,6,8,8,8,8,1
3185,8,1,6,6,10,3,10,5,3
3186,7,7,10,10,8,4,4,4,1
3186,8,7,1,3,2,5,3,1,3
3186,5,4,9,2,1,8,1,8,4
3186,5,3,3,2,1,6,5,2,2
3186,5,3,10,4,1,6,8,3,3
3186,8,5,9,1,8,10,2,2,2
3186,10,8,4,5,2,2,5,10,4
3186,7,2,5,1,2,2,2,2,4
3187,10,9,7,2,6,7,8,5,4
3187,4,7,9,1,9,4,8,6,4
3187,5,4,9,4,4,6,7,8,1
3187,8,9,1,3,9,6,9,1,4
3187,2,2,6,1,9,3,3,4,1
3187,7,10,2,4,9,7,8,8,3
3187,9,5,4,1,3,1,2,4,2
3187,5,8,3,5,10,1,4,2,1
3188,1,7,3,6,7,3,5,3,3
3188,10,1,9,6,6,8,5,9,1
3188,4,2,3,5,2,9,7,4,4
3188,1,8,7,4,4,6,1,9,3
3188,4,4,4,8,5,4,8,4,3
3188,9,4,1,5,1,6,8,5,1
3188,3,1,8,5,9,9,1,9,3
3188,3,7,2,5,8,1,4,8,2
3189,2,7,6,5,8,6,5,2,4
3189,6,3,10,5,3,7,2,2,4
3189,9,4,8,7,1,6,7,4,1
3189,9,10,3,8,9,8,8,7,2
3189,9,3,2,8,4,7,9,4,1
3189,5,7,9,10,1,9,3,6,3
3189,1,10,9,3,3,8,9,2,2
3189,10,5,7,2,10,5,10,9,1
3190,9,4,3,9,9,2,5,1,4
3190,10,2,8,1,9,7,1,3,3
3190,10,10,6,4,3,7,8,8,1
3190,2,6,8,3,1,2,6,5,2
3190,1,2,10,5,6,10,4,10,3
3190,6,10,9,6,6,6,10,9,3
3190,3,10,4,10,9,1,8,6,2
3190,6,4,8,6,5,7,10,3,3
3191,9,6,3,7,9,7,4,4,2
3191,8,10,1,2,5,10,9,9,4
3191,6,6,10,2,8,8,5,9,3
3191,2,6,8,8,2,7,7,5,3
3191,5,5,6,5,9,5,10,3,2
3191,1,3,8,7,9,10,9,9,1
3191,8,3,2,1,5,2,10,1,4
3191,10,10,1,3,9,5,2,4,2
3192,6,4,4,3,5,3,4,9,3
3192,9,1,1,9,1,1,7,4,3
3192,7,1,9,8,8,9,5,5,2
3192,7,1,5,2,4,9,4,10,2
3192,8,2,9,5,9,2,6,8,2
3192,7,6,10,8,1,7,2,4,2
3192,2,8,8,6,9,7,4,2,1
3192,2,3,1,6,6,10,10,2,3
3193,5,1,4,5,3,3,5,1,3
3193,6,4,9,9,1,4,2,2,2
3193,5,5,1,4,6,9,5,1,4
3193,8,1,9,3,1,10,8,10,1
3193,10,8,1,10,1,7,8,1,3
3193,3,7,8,7,6,8,8,9,1
3193,7,8,8,10,3,5,8,5,1
3193,4,9,3,2,3,7,7,4,1
3194,3,9,8,5,4,5,1,7,3
3194,8,3,1,2,3,4,9,3,4
3194,9,3,5,4,8,8,3,6,2
3194,1,3,10,4,9,1,10,7,2
3194,10,3,7,1,9,6,5,3,4
3194,10,2,1,2,4,3,6,7,3
3194,3,10,2,7,8,2,9,5,2
3194,3,1,9,8,1,2,2,6,2
3195,1,5,4,4,1,6,1,2,1
3195,1,1,5,6,2,8,4,5,2
3195,9,9,8,6,3,2,2,5,4
3195,10,5,5,3,4,3,1,1,4
3195,9,5,2,6,2,4,8,4,3
3195,8,6,10,9,7,9,6,5,4
3195,2,6,5,3,5,6,4,6,2
3195,4,6,10,1,2,10,9,9,2
3196,1,2,8,7,5,5,5,8,4
3196,2,1,1,3,3,5,10,1,4
3196,9,4,6,3,4,7,5,3,1
3196,2,8,3,10,4,9,8,3,4
3196,7,10,6,5,7,1,6,7,2
3196,10,8,3,9,9,3,3,2,1
3196,9,4,5,2,6,9,9,5,1
3196,4,3,7,9,5,9,8,7,4
3197,10,2,10,4,6,10,2,4,2
3197,5,3,7,2,4,7,5,2,4
3197,7,9,1,3,7,8,2,8,3
3197,8,10,6,3,7,9,5,8,4
3197,2,9,5,5,3,2,7,1,2
3197,2,4,1,1,3,4,4,4,4
3197,9,7,7,6,2,3,4,6,4
3197,1,1,7,2,6,9,3,8,3
3198,7,9,4,9,7,5,6,8,3
3198,5,2,8,2,2,2,4,8,3
3198,2,1,4,3,1,6,8,7,1
3198,3,1,2,4,3,10,3,1,4
3198,4,6,10,9,8,5,8,7,3
3198,3,5,4,2,2,6,4,5,3
3198,1,5,9,6,1,6,7,7,3
3198,6,2,7,3,10,2,3,5,3
3199,1,1,10,1,10,8,1,3,3
3199,5,2,3,5,2,3,10,3,1
3199,8,3,7,3,7,2,6,9,1
3199,7,4,8,7,8,8,5,1,4
3199,7,4,2,8,5,5,10,5,4
3199,1,6,4,8,7,9,8,10,4
3199,5,7,4,7,10,5,2,1,1
3199,3,8,2,7,2,10,1,9,2
3200,2,2,1,2,2,8,3,7,1
3200,6,6,8,3,4,9,6,3,3
3200,6,2,4,6,10,4,6,10,4
3200,2,4,1,2,5,10,5,8,2
3200,1,5,10,9,10,6,3,10,1
3200,5,3,7,10,9,10,3,7,2
3200,2,6,10,3,2,8,10,5,3
3200,1,9,5,10,5,3,10,9,3
3201,2,3,10,3,10,3,4,7,2
3201,6,1,7,4,9,4,7,4,1
3201,4,8,3,4,9,2,2,4,3
3201,7,5,3,2,1,3,7,10,2
3201,8,9,2,7,7,7,2,2,3
3201,5,3,6,8,3,9,7,6,1
3201,8,4,7,4,3,9,1,10,3
3201,5,9,3,4,4,1,6,7,4
3202,9,9,7,4,8,5,8,8,1
3202,2,7,6,1,8,1,3,9,2
3202,3,7,5,6,7,2,9,1,2
3202,5,5,8,6,10,3,10,2,3
3202,8,3,8,9,7,10,10,2,4
3202,10,3,4,8,2,5,4,1,4
3202,9,10,5,5,3,7,10,6,1
3202,3,3,4,9,7,9,5,8,3
3203,8,10,4,1,10,8,3,2,2
3203,6,1,3,2,2,7,10,5,1
3203,6,6,7,7,9,2,8,8,2
3203,5,6,9,4,6,9,8,8,1
3203,6,4,4,8,8,1,5,10,4
3203,10,2,10,8,5,2,9,2,2
3203,6,8,6,6,6,7,5,4,2
3203,5,1,8,8,2,3,2,1,1
3204,2,10,5,10,5,4,3,9,2
3204,1,4,6,8,3,6,8,3,1
3204,2,7,3,10,6,10,5,4,4
3204,1,8,9,5,10,3,7,8,2
3204,2,2,4,1,10,9,5,5,3
3204,2,5,4,4,7,5,1,1,4
3204,10,7,9,3,8,2,8,5,4
3204,6,9,8,9,1,3,5,6,2
3205,1,4,9,1,1,5,4,6,1
3205,1,9,7,4,9,1,3,7,4
3205,3,4,1,6,9,9,4,2,3
3205,4,10,6,10,5,6,7,8,1
3205,6,10,7,2,5,2,1,1,4
3205,5,5,10,10,10,3,5,4,2
3205,1,4,1,10,5,5,2,5,3
3205,3,8,2,1,10,2,3,4,4
3206,5,5,4,9,2,9,6,8,4
3206,5,8,8,6,8,10,2,2,2
3206,4,2,5,2,6,7,10,6,4
3206,3,6,1,1,1,9,4,8,2
3206,5,9,8,9,7,2,5,8,2
3206,1,8,9,9,9,4,7,9,4
3206,6,3,8,7,5,5,8,5,3
3206,6,9,7,1,1,4,5,8,2
3207,3,4,6,1,10,6,1,5,3
3207,6,3,9,3,4,9,7,3,3
3207,8,2,8,2,2,9,7,2,1
3207,4,6,10,2,1,9,7,8,3
3207,9,8,4,3,7,2,8,5,1
3207,8,8,10,3,5,7,2,2,3
3207,8,2,4,7,3,4,8,1,1
3207,6,10,4,5,9,5,7,2,2
3208,3,6,9,1,6,8,6,6,1
3208,2,6,2,3,7,5,5,6,2
3208,4,1,3,10,7,8,4,4,4
3208,7,6,3,8,4,1,7,4,2
3208,6,7,6,9,10,3,1,1,4
3208,10,7,7,10,6,9,3,1,4
3208,10,9,4,3,9,2,5,4,2
3208,9,6,7,10,8,6,5,3,4
3209,10,2,10,10,9,3,1,2,1
3209,7,7,1,9,3,3,7,7,4
3209,10,3,6,8,6,2,10,8,1
3209,1,8,6,5,3,7,3,9,2
3209,8,1,10,10,2,5,8,3,2
3209,9,1,1,3,5,1,4,8,3
3209,8,8,3,8,6,8,7,3,3
3209,3,1,4,2,5,10,10,8,3
3210,4,10,1,3,5,1,9,2,2
3210,6,5,5,1,9,9,2,3,3
3210,10,9,7,1,10,9,2,8,1
3210,2,10,2,9,1,2,1,6,2
3210,3,4,9,9,6,10,10,7,4
3210,9,6,8,5,6,2,9,2,1
3210,2,3,8,3,1,6,4,9,3
3210,10,10,2,2,4,8,2,10,1
3211,9,4,2,5,9,5,10,9,1
3211,7,5,5,10,4,4,7,5,2
3211,5,1,2,10,6,4,4,9,1
3211,6,1,8,1,3,10,2,1,4
3211,5,2,9,8,2,10,5,2,4
3211,4,5,8,10,3,9,8,8,1
3211,4,6,5,5,2,2,3,3,2
3211,1,10,10,10,6,7,9,4,4
3212,6,6,9,3,9,4,9,9,2
3212,7,3,3,2,8,7,2,8,4
3212,5,9,1,5,3,8,4,10,1
3212,8,7,1,10,5,8,9,6,4
3212,4,6,10,8,4,6,3,10,3
3212,9,5,7,7,6,2,7,10,2
3212,1,1,10,10,9,3,4,9,1
3212,4,8,7,8,3,1,5,9,2
3213,10,2,2,9,2,9,4,6,1
3213,2,8,9,7,6,7,10,2,3
3213,8,9,3,9,10,4,2,4,3
3213,2,9,3,4,2,1,3,1,2
3213,2,2,6,6,7,10,2,3,4
3213,8,4,3,7,7,8,1,5,1
3213,9,7,2,9,9,7,10,4,4
3213,4,5,8,6,5,8,8,7,1
3214,3,3,5,8,10,5,7,1,4
3214,8,2,4,2,4,9,6,7,3
3214,5,9,7,8,6,6,3,5,3
3214,6,7,3,5,8,2,8,7,2
3214,6,4,9,10,2,1,6,1,2
3214,1,9,6,6,4,5,6,2,1
3214,5,10,7,4,3,2,5,5,2
3214,4,10,4,7,7,3,8,2,4
3215,2,1,4,10,9,9,1,2,4
3215,1,2,10,8,8,3,9,3,4
3215,8,1,3,6,10,4,6,5,2
3215,1,4,8,6,9,4,1,2,4
3215,4,3,1,10,5,5,10,7,4
3215,3,9,5,3,8,8,2,6,2
3215,10,1,9,10,9,9,3,6,3
3215,9,3,8,7,5,9,5,3,1
3216,5,4,5,4,8,8,1,9,2
3216,7,1,3,8,5,10,3,10,2
3216,4,9,7,4,9,7,5,6,1
3216,1,5,7,7,6,6,5,6,1
3216,3,8,5,5,3,7,4,2,2
3216,5,1,3,3,2,2,9,8,4
3216,5,3,1,6,5,9,9,1,2
3216,9,1,2,7,8,4,2,2,1
3217,8,7,9,10,8,10,9,3,4
3217,8,4,6,8,7,6,4,4,2
3217,4,6,2,8,7,8,10,1,4
3217,7,3,1,8,4,10,3,2,2
3217,4,3,7,2,10,6,1,9,3
3217,2,9,10,7,2,9,9,1,4
3217,8,2,5,6,10,6,1,7,2
3217,1,8,5,6,3,2,5,8,1
3218,1,4,7,7,1,3,7,7,1
3218,9,5,4,7,1,7,6,6,4
3218,10,9,3,1,3,8,4,6,3
3218,5,4,5,5,7,9,5,8,2
3218,9,1,9,1,1,8,5,4,4
3218,3,6,10,2,2,5,4,2,2
3218,2,4,7,4,8,1,2,2,4
3218,6,8,8,6,2,3,7,1,4
3219,9,10,6,1,3,6,7,4,4
3219,9,1,4,4,7,2,2,5,2
3219,2,2,5,10,1,9,1,1,2
3219,6,3,10,4,1,5,5,1,4
3219,2,8,8,7,8,3,7,3,1
3219,1,4,1,6,6,2,10,9,3
3219,7,5,5,4,3,6,2,6,3
3219,1,6,4,8,4,5,1,8,1
3220,9,6,4,6,8,6,4,10,3
3220,3,1,9,2,7,10,2,10,2
3220,5,9,10,6,5,10,5,8,2
3220,4,10,8,5,5,8,2,1,2
3220,2,6,4,2,3,3,3,6,4
3220,9,3,6,7,3,4,5,2,1
3220,2,8,6,5,3,9,9,5,1
3220,2,8,3,10,5,8,9,6,1
3221,5,8,2,5,7,6,3,6,3
3221,2,1,10,2,6,9,6,10,3
3221,6,7,7,5,10,7,1,4,1
3221,3,7,5,2,7,2,9,5,3
3221,5,7,7,3,10,3,6,3,2
3221,4,10,8,8,4,10,7,1,4
3221,2,10,7,10,5,6,9,1,3
3221,2,10,5,8,4,8,4,9,3
3222,3,8,1,10,8,6,2,4,1
3222,6,9,3,9,9,8,7,9,3
3222,3,4,5,5,7,3,5,2,2
3222,3,4,7,10,1,6,7,10,1
3222,8,4,6,4,1,8,7,2,2
3222,6,3,3,1,3,7,1,3,3
3222,8,9,9,7,3,6,3,8,4
3222,4,9,8,9,2,10,9,7,1
3223,4,2,6,5,9,3,6,1,4
3223,8,1,4,6,5,2,2,2,2
3223,5,5,7,4,4,1,8,6,2
3223,4,8,1,9,10,9,5,9,3
3223,2,2,6,3,4,7,8,2,4
3223,3,9,6,1,7,5,9,3,4
3223,9,2,9,1,4,3,10,4,1
3223,4,3,5,1,9,4,5,2,4
3224,3,5,4,7,9,3,8,2,1
3224,1,3,6,7,1,1,5,10,4
3224,1,4,5,4,9,6,4,3,1
3224,2,3,5,3,9,6,6,4,1
3224,5,9,4,4,5,1,4,1,3
3224,1,2,10,6,8,10,5,9,2
3224,7,7,6,7,9,8,2,5,4
3224,8,10,6,3,6,5,2,3,4
3225,8,4,5,2,9,7,3,3,3
3225,3,7,3,9,4,3,3,8,1
3225,3,3,7,1,10,9,4,6,1
3225,6,5,9,4,5,1,5,7,4
3225,2,9,1,9,4,9,5,3,4
3225,7,9,8,10,6,1,8,3,2
3225,5,1,1,8,8,1,6,2,2
3225,1,7,3,5,3,6,5,8,1
3226,4,1,10,2,3,4,10,3,1
3226,6,7,4,1,8,8,4,4,3
3226,5,3,7,9,9,2,8,4,4
3226,10,6,1,6,4,10,9,10,2
3226,10,2,1,6,7,8,4,9,4
3226,5,8,9,4,8,2,7,5,3
3226,4,8,10,6,5,8,1,1,3
3226,10,7,7,4,3,9,8,10,4
3227,7,5,10,6,9,10,6,10,3
3227,2,6,10,3,3,8,5,6,2
3227,9,1,6,10,9,2,9,9,4
3227,10,9,3,10,5,5,4,6,2
3227,5,6,2,7,5,10,6,5,4
3227,5,8,9,9,6,1,9,7,3
3227,8,8,4,8,7,9,3,4,1
3227,7,2,1,8,6,4,7,5,4
3228,8,8,10,6,2,5,8,8,4
3228,10,5,4,1,6,4,6,6,1
3228,4,5,7,10,5,4,8,2,3
3228,6,9,6,9,10,10,6,5,1
3228,7,9,1,1,10,9,4,10,4
3228,7,1,2,5,5,1,8,6,3
3228,6,2,7,6,5,3,8,10,4
3228,1,5,10,2,5,6,7,10,3
3229,6,8,4,5,7,6,10,1,4
3229,5,7,1,3,5,6,4,9,1
3229,5,9,3,10,6,8,1,10,3
3229,3,9,10,5,1,7,4,1,1
3229,6,4,10,2,6,10,2,7,3
3229,6,9,6,6,2,6,3,7,4
3229,3,8,2,7,7,8,6,3,4
3229,7,6,5,1,2,2,2,5,4
3230,2,10,8,7,5,1,8,7,3
3230,7,4,7,4,6,10,3,4,2
3230,5,1,2,10,2,5,9,10,4
3230,4,6,10,3,4,4,2,7,3
3230,4,6,10,9,2,9,2,4,4
3230,4,3,7,7,10,1,4,10,4
3230,2,9,4,4,4,8,1,6,2
3230,8,8,5,2,8,3,4,7,2
3231,1,4,3,9,4,1,7,9,4
3231,6,1,6,9,3,3,10,8,3
3231,3,1,2,1,8,10,10,10,3
3231,2,7,5,7,1,6,10,2,3
3231,9,8,4,10,3,3,7,2,3
3231,5,7,4,3,10,2,3,10,1
3231,2,10,9,1,10,7,8,5,1
3231,9,2,4,3,9,10,6,4,2
3232,1,7,10,7,7,7,6,4,1
3232,3,9,1,9,1,7,5,5,3
3232,5,3,6,5,5,3,2,1,2
3232,5,4,8,3,6,5,3,5,2
3232,7,3,9,5,6,7,9,1,2
3232,8,10,9,9,6,1,1,1,1
3232,10,3,9,9,6,10,6,10,2
3232,2,3,8,10,1,1,10,10,2
3233,5,2,1,4,7,3,8,9,4
3233,8,3,8,8,3,3,5,5,1
3233,10,8,9,9,7,7,7,1,4
3233,10,7,5,9,5,10,2,8,1
3233,1,6,8,2,8,8,3,3,1
3233,10,9,6,6,10,7,5,1,2
3233,1,3,2,1,3,1,7,6,2
3233,7,6,2,3,7,9,7,2,1
3234,10,8,3,1,3,1,10,7,3
3234,3,2,7,8,8,2,1,9,4
3234,10,2,5,10,3,6,6,1,1
3234,2,9,2,6,9,8,8,1,2
3234,6,2,3,8,5,2,10,2,3
3234,8,4,9,2,7,6,7,10,3
3234,3,1,8,3,4,1,5,1,1
3234,5,9,9,7,7,8,10,6,1
3235,10,6,2,5,1,10,2,10,4
3235,3,4,8,5,5,8,7,10,3
3235,10,8,4,7,6,9,4,6,2
3235,8,8,7,10,8,7,8,8,3
3235,8,5,7,9,8,5,3,6,1
3235,1,2,5,5,4,4,5,2,3
3235,5,6,8,7,1,3,6,8,4
3235,1,1,3,2,1,6,1,4,2
3236,9,4,10,4,2,5,9,1,4
3236,3,3,2,7,4,9,7,4,1
3236,2,1,5,2,5,9,7,4,4
3236,2,4,3,10,3,1,7,7,2
3236,3,9,8,9,9,7,8,4,4
3236,2,9,3,2,7,6,6,1,4
3236,1,6,10,2,3,9,2,3,1
3236,8,4,2,3,4,6,9,2,4
3237,3,3,5,3,9,5,9,2,4
3237,7,10,1,6,8,8,7,1,4
3237,4,8,7,4,5,6,3,7,1
3237,5,9,3,1,7,8,4,9,1
3237,1,1,8,8,8,3,3,10,1
3237,3,5,2,1,8,8,5,4,4
3237,6,2,9,3,7,6,3,2,4
3237,9,1,8,4,5,3,2,9,3
3238,10,1,3,9,5,6,7,7,1
3238,4,1,9,5,8,7,8,10,3
3238,6,8,8,6,7,7,1,3,2
3238,7,8,2,8,2,5,3,9,4
3238,6,2,4,9,5,9,10,9,2
3238,9,7,9,6,1,2,8,1,1
3238,8,4,8,3,4,3,9,6,1
3238,6,10,10,4,9,3,7,3,1
3239,8,7,6,2,3,3,8,3,3
3239,6,7,3,10,10,3,9,10,4
3239,9,8,3,6,8,7,10,5,1
3239,10,4,5,10,9,10,1,10,2
3239,3,6,4,5,4,5,2,1,2
3239,6,1,5,5,6,4,7,4,3
3239,5,7,5,5,9,1,9,8,1
3239,9,10,7,4,7,6,2,8,2
3240,8,1,6,10,3,1,3,2,2
3240,6,9,2,5,6,2,10,1,3
3240,6,7,6,4,4,6,5,1,2
3240,2,8,4,1,2,7,5,7,1
3240,8,10,9,7,5,10,6,9,4
3240,6,1,4,7,8,8,1,10,3
3240,10,3,9,2,8,2,10,7,4
3240,10,10,1,5,1,6,2,7,1
3241,8,3,7,8,7,5,6,7,3
3241,10,9,10,10,7,2,8,9,4
3241,6,6,6,4,3,7,7,10,1
3241,2,8,5,6,8,8,9,4,1
3241,3,6,3,5,2,10,1,5,2
3241,10,2,4,6,4,2,9,5,1
3241,1,3,3,5,2,3,2,5,1
3241,6,6,4,4,4,3,1,1,4
3242,10,3,3,6,1,3,9,6,4
3242,9,6,10,6,4,9,9,1,1
3242,9,6,8,3,1,3,5,2,3
3242,3,2,4,10,5,8,7,9,4
3242,2,3,7,9,1,6,8,1,4
3242,8,8,6,8,1,2,8,10,2
3242,9,7,7,3,9,3,3,10,1
3242,5,7,4,1,6,9,8,2,1
3243,7,1,9,9,4,2,5,3,4
3243,9,10,3,9,5,8,9,6,1
3243,5,2,2,10,9,9,10,7,4
3243,10,3,3,7,2,5,9,4,1
3243,4,5,9,8,5,1,10,7,4
3243,8,1,4,10,3,7,1,6,4
3243,4,2,9,2,1,3,6,10,3
3243,1,7,1,3,2,7,10,1,2
3244,10,8,10,4,3,6,1,4,3
3244,3,8,9,2,3,7,5,4,3
3244,3,4,8,3,2,5,9,9,1
3244,6,6,4,2,4,10,5,10,4
3244,8,8,2,2,7,7,9,10,1
3244,7,1,2,8,7,5,1,8,1
3244,3,3,1,5,7,1,9,3,2
3244,3,5,1,5,10,1,5,4,2
3245,7,6,7,5,10,5,1,7,2
3245,4,6,9,3,1,3,8,7,3
3245,9,2,8,6,5,1,7,7,1
3245,9,2,4,3,10,3,7,3,1
3245,6,10,4,5,10,7,10,3,1
3245,5,5,3,3,5,8,6,6,1
3245,8,6,9,10,8,6,10,2,3
3245,1,2,7,8,6,7,2,9,2
