Respondent,RLH,price,Level 1,Level 2,Level 3,Level 1,Level 2,Level 3,Level 1,Level 2,Level 3
334,0.5643762192,-0.7554967000,2.7423165862,1.7289006761,0.0000000000,-0.9313819178,-3.4830656829,0.0000000000,0.4780416137,0.0773919153,0.0000000000
335,0.4965623752,-1.5687740782,2.6971707701,3.4807818169,0.0000000000,-1.0017178181,1.3108729283,0.0000000000,-1.2143782610,0.1748281930,0.0000000000
336,0.4596192882,-1.1078066982,1.5553648455,4.3432840414,0.0000000000,-1.1462541289,-1.4721323452,0.0000000000,-3.1307109668,-3.3587956138,0.0000000000
337,0.3602485194,-1.6967932422,-1.3864774612,-0.6493350551,0.0000000000,1.3573883093,1.1160352576,0.0000000000,-1.9598746938,-0.2807314660,0.0000000000
338,0.6870466512,-2.0372673396,-0.3186414491,2.2662167930,0.0000000000,-1.3398280848,-1.9714248451,0.0000000000,-2.5749674548,0.4414704521,0.0000000000
339,0.6474416119,-1.5293480937,1.1186125474,2.9138909861,0.0000000000,-0.2362008469,1.2365599491,0.0000000000,-4.4481257674,-3.4078295221,0.0000000000
340,0.5488025879,-0.7684871642,-0.3375149311,1.0670247449,0.0000000000,0.7576553231,3.4137845947,0.0000000000,-1.4912758676,1.4121167132,0.0000000000
341,0.3784488853,-0.9888092946,0.0793545520,1.6353002167,0.0000000000,-0.4847572818,1.6123332882,0.0000000000,-2.5297892929,-2.7506776522,0.0000000000
342,0.5044037993,-0.6412470682,0.6790509068,0.1875952167,0.0000000000,-2.7350197360,-2.0559811869,0.0000000000,-2.0930646551,1.1029150136,0.0000000000
343,0.6978489398,-1.7234998315,1.4858602462,3.5162852181,0.0000000000,1.3598776287,1.4300435300,0.0000000000,-4.3257058912,-3.0276977374,0.0000000000
344,0.6333570083,-0.9791659815,0.8243543521,4.0633215910,0.0000000000,1.0941403892,1.1139213067,0.0000000000,-4.4002019236,-2.7153788930,0.0000000000
345,0.6551900674,-0.7387894438,1.5273248413,2.5160038219,0.0000000000,0.7236673257,3.3154140747,0.0000000000,-3.4129015985,-3.7900577453,0.0000000000
346,0.5721497955,-2.6606123377,0.9661582949,2.1199263101,0.0000000000,-1.8805623336,-1.3224639251,0.0000000000,-1.3945728588,0.2276037784,0.0000000000
347,0.5838253180,-0.8167226443,2.3644397342,5.4258767058,0.0000000000,1.2963237977,3.2527648430,0.0000000000,-1.6802538507,-1.1974887087,0.0000000000
348,0.7128508972,-1.9972481817,2.0777142125,4.4027374477,0.0000000000,-0.2332304579,-0.4829936015,0.0000000000,-3.1397615918,-0.4319978975,0.0000000000
349,0.5858920374,-1.7888777178,0.3799146802,1.7202414381,0.0000000000,-1.9130167705,-1.5416595718,0.0000000000,-3.8222128187,-3.1164835290,0.0000000000
350,0.4582629694,-0.9324789153,3.2183365748,4.4660337209,0.0000000000,0.2930747124,1.0932829317,0.0000000000,-2.8190804364,-1.7031884545,0.0000000000
351,0.7420750087,-1.7843308973,2.2996016155,2.9632826172,0.0000000000,-1.4275907441,-2.4796794561,0.0000000000,-3.8064645744,-2.8841083480,0.0000000000
352,0.3792865087,-1.3616505206,0.6972486582,1.9926837220,0.0000000000,-0.4031391431,-0.5289374404,0.0000000000,-3.9149381302,-1.6912007183,0.0000000000
353,0.6400382098,-1.8074280048,2.1079348447,2.4267796974,0.0000000000,-0.0212777466,0.0245020035,0.0000000000,-2.7474981773,0.8558172213,0.0000000000
354,0.5132896626,-2.2604681862,1.5550207259,2.2178389468,0.0000000000,0.6243231313,0.1521072375,0.0000000000,-2.8411505973,-1.1920969966,0.0000000000
355,0.3933264561,-1.6817656000,1.5110716916,1.8985034949,0.0000000000,-1.3762306134,0.0806238224,0.0000000000,-2.2162492057,-2.0877316140,0.0000000000
356,0.3581534326,-0.0560749231,1.7652619489,3.6565123816,0.0000000000,-1.2891336894,-2.0665076758,0.0000000000,-0.2683072820,1.0628101790,0.0000000000
357,0.2727814098,-0.3924832603,-0.1581083368,1.4841675846,0.0000000000,-0.9145113437,-1.3965761118,0.0000000000,-2.5607783905,-0.2662671206,0.0000000000
358,0.7014148100,-2.0681826868,2.3985059596,2.6092605238,0.0000000000,-2.7628657907,-1.6639289527,0.0000000000,0.2759447554,1.7221180019,0.0000000000
359,0.6314191803,-2.1289966915,1.8168260929,1.8875826090,0.0000000000,0.6038950432,0.5908367701,0.0000000000,-3.1312695115,-0.7274538720,0.0000000000
360,0.5192252112,-2.0692987554,1.6522151239,1.7577404999,0.0000000000,1.3593822338,3.0699959914,0.0000000000,-2.7231606202,-1.9489237147,0.0000000000
361,0.5497430714,-2.6136193090,0.7413788420,0.3071250574,0.0000000000,-0.4128908603,-0.7022467928,0.0000000000,-1.1421421151,-1.5092637669,0.0000000000
362,0.2499942114,-1.0040777611,0.7510417541,1.5265413902,0.0000000000,-0.8749194853,0.2199546664,0.0000000000,-1.1926926142,-2.0593938113,0.0000000000
363,0.6929212226,-1.6376635526,0.6564212302,0.3840474726,0.0000000000,-1.5346527435,-1.7106525823,0.0000000000,-4.3333251612,-4.1240219780,0.0000000000
364,0.4888156439,-1.0715647741,0.4735157945,2.3736640601,0.0000000000,-1.2950594449,-1.7707855064,0.0000000000,-2.7950918348,0.0954832394,0.0000000000
365,0.3865018502,-0.8824013862,1.7336097374,3.6798606431,0.0000000000,-0.6183181893,-1.4136596006,0.0000000000,-3.1028841973,-2.2198381092,0.0000000000
366,0.5812452762,-2.2735505638,2.7574289032,2.3992710959,0.0000000000,0.7317752226,1.6126610838,0.0000000000,-1.7948603234,-0.2771831526,0.0000000000
367,0.5886574075,-2.5295468504,1.3642867079,0.8080359474,0.0000000000,0.9740020484,1.3745922214,0.0000000000,-1.6629125223,-0.8961093364,0.0000000000
368,0.5202007465,-1.8346862922,1.4724565589,1.3828971773,0.0000000000,0.4406882016,-1.5170016999,0.0000000000,-0.7866903965,1.5310064459,0.0000000000
369,0.7305385891,-1.0560721028,1.1097200742,4.9500738907,0.0000000000,-1.5972318258,-1.0021968742,0.0000000000,-2.6024373270,-0.8024029179,0.0000000000
370,0.4198403283,-0.6181203013,1.4276303165,4.5085077618,0.0000000000,-0.1744500118,1.1639555210,0.0000000000,-2.3786712879,-2.0701660719,0.0000000000
371,0.6584464217,-0.7150596052,0.5301032756,2.2018999622,0.0000000000,-2.6392129901,-2.3880754309,0.0000000000,-1.0496425291,2.7756888809,0.0000000000
372,0.7568114520,-2.1425217752,0.0114711948,1.7126892255,0.0000000000,0.0711954918,1.0969536799,0.0000000000,-3.4769384025,-2.9566679027,0.0000000000
373,0.4839942160,-0.6594458303,2.0744147648,4.6896443257,0.0000000000,-2.2354760914,-2.0298288093,0.0000000000,-2.7594329672,-1.9272567292,0.0000000000
374,0.3659486444,-1.5817878822,0.3756085783,1.7180083292,0.0000000000,-0.6610886912,-1.6602661418,0.0000000000,-1.5007944220,1.3945506740,0.0000000000
375,0.3424762471,-0.5395191594,1.4376440503,3.0113245578,0.0000000000,-0.4433137329,-2.0137742389,0.0000000000,-2.7761499255,-1.8048504423,0.0000000000
376,0.3818047125,-1.6809542543,0.3667047021,1.5134172009,0.0000000000,-1.2092380716,0.2996915957,0.0000000000,-1.7978177772,0.7651464530,0.0000000000
377,0.5717300480,-2.1334100836,-0.9730220186,-0.0676913224,0.0000000000,0.3484568495,2.3061641578,0.0000000000,-1.3717652189,1.4358360620,0.0000000000
378,0.7220405482,-1.4709400538,1.7892942975,5.0223070477,0.0000000000,0.9391281826,1.9161643340,0.0000000000,-2.7594728547,-0.6387031418,0.0000000000
379,0.3761760483,-0.8655893408,0.6243768855,2.8598358626,0.0000000000,-0.1368513667,-1.2462913806,0.0000000000,-2.8838640604,-2.6771254622,0.0000000000
380,0.6350281262,-0.7197372369,1.9881009141,4.3453093173,0.0000000000,-1.1418836066,-0.1856583560,0.0000000000,-3.3052987982,-1.2385711863,0.0000000000
381,0.3228654813,-1.5597037675,1.2100504274,1.6559966081,0.0000000000,0.5000604942,1.2393319173,0.0000000000,-3.1506526275,-1.1533314917,0.0000000000
382,0.3350122744,-1.3638354552,-0.4779887485,0.8201056588,0.0000000000,-0.1413626541,1.7222417231,0.0000000000,-2.6066091394,-1.1772708412,0.0000000000
383,0.4421784556,-1.0310225189,2.3689905782,3.3304443607,0.0000000000,-1.8896086244,-2.9403474552,0.0000000000,-0.9433245048,1.3518938600,0.0000000000
384,0.4854867672,-1.1160547286,0.0329871557,0.3701351484,0.0000000000,-2.9510279597,-2.7660923034,0.0000000000,-2.7716357595,-0.7933946841,0.0000000000
385,0.5209054564,-1.5764359988,1.5340268761,3.1311315930,0.0000000000,1.5939980175,0.7627221277,0.0000000000,-3.4380620483,-2.9302471539,0.0000000000
386,0.4266525827,-1.3638841314,0.9607522036,1.1512470515,0.0000000000,-1.8056873636,-2.1271809802,0.0000000000,-3.7697252614,-2.6151069600,0.0000000000
387,0.6841148245,-2.1646246943,-0.0246540576,2.3880834951,0.0000000000,-1.4842163326,0.5346896635,0.0000000000,-1.5379299396,0.6235686983,0.0000000000
388,0.6860431928,-1.6079482916,2.5790747745,3.3041507730,0.0000000000,-1.8518193260,-2.9750857719,0.0000000000,-1.6361861996,1.0487092005,0.0000000000
389,0.4816931904,-1.0885859616,0.5711999046,1.2724299455,0.0000000000,-0.1582991240,0.3089522443,0.0000000000,-0.1465480139,3.6743449781,0.0000000000
390,0.4252679141,-2.1890465730,0.5435795195,1.9112345439,0.0000000000,0.9048488292,1.3792160022,0.0000000000,-1.5725457679,-1.3824091521,0.0000000000
391,0.6299013579,-1.2284379606,-0.5192604497,-0.1282550232,0.0000000000,-2.9316963264,-3.0042638228,0.0000000000,-1.8510299415,1.7634782672,0.0000000000
392,0.6954992760,-1.3166194581,2.7770540416,5.9640124868,0.0000000000,-0.2711579554,-0.3315410153,0.0000000000,-1.3176797861,1.4161706969,0.0000000000
393,0.6878859375,-1.6648758818,0.8109023693,4.4811256829,0.0000000000,-1.3875751668,-1.6456166708,0.0000000000,-2.4551494728,-0.8802528691,0.0000000000
394,0.5654651334,-1.9101818869,0.1098438675,0.7294363936,0.0000000000,0.9301933644,1.6420704100,0.0000000000,-3.8512920579,-3.1152263166,0.0000000000
395,0.6355863171,-1.6382238934,2.4770296460,4.6242216083,0.0000000000,-1.0864677159,-1.4223484958,0.0000000000,-3.4335478989,-2.1281975084,0.0000000000
396,0.6181853447,-2.1286903939,1.5616582964,3.0282218043,0.0000000000,-2.2932883124,-2.4443157214,0.0000000000,-2.8348807884,-2.4627080435,0.0000000000
397,0.6279160541,-1.3226766252,0.0298928317,2.9020505379,0.0000000000,-0.0117511615,-0.6770548285,0.0000000000,-4.1605929798,-4.2007755604,0.0000000000
398,0.5583945762,-1.4159712566,2.5946224499,4.1049528478,0.0000000000,-0.9788171966,-2.1008711166,0.0000000000,-3.4994674979,-2.0381940625,0.0000000000
399,0.4806385993,-1.4037576554,-1.7862320082,-1.6372520464,0.0000000000,-0.6712163288,-1.9100561369,0.0000000000,-1.5865883820,-1.6078660011,0.0000000000
400,0.4758455896,-2.0740940824,0.3825711569,-0.0794187436,0.0000000000,-0.3400673729,0.3240449259,0.0000000000,-2.4246691773,0.3738922470,0.0000000000
401,0.5128985429,-0.7992135114,0.8211596255,4.0594533390,0.0000000000,-2.2365105937,-2.5405116483,0.0000000000,-2.2350756154,-0.0078478155,0.0000000000
402,0.6190696885,-1.8535539271,2.1702832721,4.2709654969,0.0000000000,-1.5153349995,-2.2689191598,0.0000000000,-1.6244818814,0.9600302476,0.0000000000
403,0.5696547894,-1.9215462486,1.1630822827,2.9390296213,0.0000000000,-0.5905677928,-1.8371315347,0.0000000000,-1.1388337707,1.9668095270,0.0000000000
404,0.6801540404,-1.5895065218,1.8747824444,4.1353246525,0.0000000000,-1.4827598037,-2.7706548571,0.0000000000,-3.1704712103,-3.0866132330,0.0000000000
405,0.4354404440,-0.9740914987,1.3548900187,2.9755992007,0.0000000000,-1.7035571835,-1.2927253086,0.0000000000,-3.4721247903,-3.1866024773,0.0000000000
406,0.6534072548,-1.8171532620,0.9734715595,2.6688915787,0.0000000000,0.7531192299,3.6470996180,0.0000000000,-0.9816042231,1.2550385294,0.0000000000
407,0.4455994334,-1.8454367039,2.1186414081,2.1083062781,0.0000000000,-0.7126972061,-1.3827871451,0.0000000000,-1.5833271221,0.0617227910,0.0000000000
408,0.5257654462,-1.9369899162,2.0337930325,2.5131090416,0.0000000000,0.8618490226,2.0705662041,0.0000000000,-3.2860722766,-2.0481887642,0.0000000000
409,0.6207678604,-1.5550230478,1.7799334999,4.4328265155,0.0000000000,-1.6018752574,-0.5171981437,0.0000000000,-0.1523502343,2.4133528362,0.0000000000
410,0.5690781898,-1.2311333082,2.5141925768,4.8035520883,0.0000000000,-0.1859362105,-0.9204854066,0.0000000000,-3.5048963918,-3.2929405333,0.0000000000
411,0.4027717724,-0.5410596611,-0.6343303638,0.2383517438,0.0000000000,-1.5519299929,-2.6336899166,0.0000000000,-0.3692724964,2.7145299394,0.0000000000
412,0.6163734049,-2.3924429201,1.2928162548,0.2535600906,0.0000000000,-0.5931070209,-0.4280669229,0.0000000000,-2.3067369349,-2.0793859574,0.0000000000
413,0.2893276589,0.2072027292,1.7820528020,3.3510327378,0.0000000000,-0.1067030394,-0.3415296140,0.0000000000,-1.0241275636,0.8721492258,0.0000000000
414,0.4755148929,-1.4158354345,1.3258450617,4.3764485135,0.0000000000,-2.1914435056,-1.7227708034,0.0000000000,-1.4443422960,0.4437761496,0.0000000000
415,0.4384147350,-1.0940092606,2.0481411354,4.7771146581,0.0000000000,-0.6014210103,-1.3672856644,0.0000000000,-3.3656570145,-2.0131706986,0.0000000000
416,0.5277391422,-0.8782484662,0.5184539803,-1.8536809801,0.0000000000,0.5214086023,-0.6049750964,0.0000000000,-2.6589411194,-1.9939008037,0.0000000000
417,0.6377578971,-1.3977573411,2.0927997930,3.4087335104,0.0000000000,-1.2979130627,-1.2770787960,0.0000000000,-3.5243540837,-4.4134637977,0.0000000000
418,0.7014315099,-2.1619809051,0.1480392526,0.7078340106,0.0000000000,-1.2903177885,-1.9198966215,0.0000000000,-3.6432709064,-2.8910444872,0.0000000000
419,0.7100201769,-1.5406969523,1.0544929271,4.2260001529,0.0000000000,0.0235840462,-0.3950997845,0.0000000000,0.1174091367,2.6994442624,0.0000000000
420,0.4088514276,-1.1776048949,2.1186129554,2.1816708931,0.0000000000,1.2155143576,-0.2686710675,0.0000000000,-3.1613183674,-2.6994206689,0.0000000000
421,0.4708590979,-1.3237983598,1.3279885311,3.8325305688,0.0000000000,-0.6254630398,-0.0718609237,0.0000000000,-2.6564223563,0.4273049174,0.0000000000
422,0.4908948802,-1.8758739815,1.2886345344,1.2954424247,0.0000000000,-1.3150959144,-1.6879591632,0.0000000000,-3.2516842617,-1.6284585707,0.0000000000
423,0.6019622366,-1.9493936913,2.7248729928,3.1320807337,0.0000000000,0.5356737112,1.0090883747,0.0000000000,-3.6077481897,-2.2777539910,0.0000000000
424,0.7343296600,-2.2311532980,1.5378548518,2.6436181436,0.0000000000,0.4764573217,0.3869750112,0.0000000000,-3.8904102590,-1.5844179404,0.0000000000
425,0.7063277937,-1.8305267417,2.5441983786,4.3474266163,0.0000000000,-0.2862156524,0.7265072433,0.0000000000,-2.9081394897,-0.1890932068,0.0000000000
426,0.5426310988,-2.1972109947,0.5109395344,2.0709715416,0.0000000000,0.0508098007,0.6312555143,0.0000000000,-3.1818228891,-2.2218582234,0.0000000000
427,0.7396667065,-2.0305144151,1.7178360831,3.5691477228,0.0000000000,-2.3881321211,-3.0967763358,0.0000000000,-1.8527260376,0.4917066272,0.0000000000
428,0.5157510643,-2.0041209349,2.5948465367,4.3913320478,0.0000000000,-0.1811067383,1.2802559403,0.0000000000,-2.1509940932,-0.4562482251,0.0000000000
429,0.4623408396,-1.6167509297,0.8451641931,2.3072812112,0.0000000000,-0.9900492405,-0.3475743446,0.0000000000,-1.9328548463,1.9784668309,0.0000000000
430,0.6027211009,-2.4021521974,1.6694838006,3.4108586054,0.0000000000,0.1890611035,1.2738857675,0.0000000000,-2.8920900920,-1.5358940277,0.0000000000
431,0.7332748086,-1.6625359121,1.1342260332,1.4564779550,0.0000000000,-0.1131923044,1.5104093129,0.0000000000,-4.4684421551,-3.8222517757,0.0000000000
432,0.5142414496,-1.9824716032,0.0026921543,1.7610135004,0.0000000000,0.9356568719,0.6606077304,0.0000000000,-2.9398601161,-0.0100327118,0.0000000000
433,0.5882167237,-1.4801578459,0.6991346501,4.0469745735,0.0000000000,-2.0413668073,-2.3425005072,0.0000000000,-1.3245042480,-0.3097904367,0.0000000000
434,0.6086184748,-1.4611101220,-0.6789472869,0.6864423815,0.0000000000,-0.6495070277,0.8554838952,0.0000000000,-1.4838722003,2.5141920441,0.0000000000
435,0.5470465390,-1.5231263911,0.0973459350,1.2761769048,0.0000000000,-0.2335798438,0.9268523028,0.0000000000,-3.5515721470,-0.6069395211,0.0000000000
436,0.5861899702,-1.7369244820,2.8950173775,4.0617488225,0.0000000000,-0.3539785702,-1.1194260566,0.0000000000,-2.0592285480,0.1886306807,0.0000000000
437,0.6045910393,-1.7217130377,1.3912358977,1.7502551251,0.0000000000,-1.4499461722,-0.6417306688,0.0000000000,-3.0065242724,0.0158296487,0.0000000000
438,0.5205006642,-1.7189284955,1.7185467220,3.6063142042,0.0000000000,-2.1175918632,-2.8617940988,0.0000000000,-2.0100381308,-0.4249851669,0.0000000000
439,0.3243782560,-1.6207129726,0.5501906199,1.8871499825,0.0000000000,-0.6956049413,-0.0087819419,0.0000000000,-2.1491322831,0.6849905673,0.0000000000
440,0.4739323026,-1.0044680617,2.8456592115,4.8322851222,0.0000000000,-0.5883210699,0.1658506129,0.0000000000,-2.3631939026,-1.7384759279,0.0000000000
441,0.5444418709,-0.9743893588,1.4816353961,3.4554504525,0.0000000000,-2.5209751199,-4.3418874784,0.0000000000,-2.1036972626,-0.3676131075,0.0000000000
442,0.5649479911,-1.2796842831,2.3455927186,5.4567124614,0.0000000000,0.3512233989,1.4748809266,0.0000000000,-1.9733750203,0.2143855501,0.0000000000
443,0.5429284793,-1.5609037408,0.6045604222,2.2708936126,0.0000000000,-2.6714441318,-4.2272311926,0.0000000000,-2.0742871475,-0.2417931002,0.0000000000
444,0.3734591046,-1.6436091253,-0.2215384902,1.7387450182,0.0000000000,-2.3915811722,-1.9564341089,0.0000000000,-2.5189675822,-1.4058050438,0.0000000000
445,0.4345713976,-1.2568407786,1.7032295978,2.9449119526,0.0000000000,-1.2428894372,-0.9648555933,0.0000000000,-2.5509184486,-0.1625219091,0.0000000000
446,0.5963652805,-1.8906225635,3.1982673481,3.9408209414,0.0000000000,-1.1237055482,0.7927745505,0.0000000000,-0.9725508589,0.8852090868,0.0000000000
447,0.8581863437,-1.5421711690,1.4118411751,3.7638020724,0.0000000000,-2.0707844759,-2.8465781000,0.0000000000,-3.1027195617,-1.0824031265,0.0000000000
448,0.7279001498,-1.0957930309,2.8457502959,4.6605695986,0.0000000000,0.1779988616,1.1378328746,0.0000000000,-3.8189005665,-2.4154606974,0.0000000000
449,0.7370500921,-1.7108328920,1.5814677647,3.4254972193,0.0000000000,-2.1298146239,-1.7647497547,0.0000000000,-3.6483982803,-2.4913408630,0.0000000000
450,0.5865693079,-1.3570161993,0.6540577325,1.8781760755,0.0000000000,-2.9669377384,-3.3194456172,0.0000000000,-3.0541166515,-1.3926515501,0.0000000000
451,0.7098011699,-1.7445874877,1.7459532631,3.4059170944,0.0000000000,-0.8749374025,0.2116545080,0.0000000000,-0.8227132078,3.1697036528,0.0000000000
452,0.6788675169,-1.3031250508,1.9610001595,4.5599594502,0.0000000000,-0.6567168210,0.1002978412,0.0000000000,-4.0127470225,-3.3742266096,0.0000000000
453,0.5307830793,-2.5778109995,1.8980776313,1.9567417764,0.0000000000,-0.5269421857,-0.6615601877,0.0000000000,-1.5192231345,0.2023134292,0.0000000000
454,0.5437748515,-0.9726924031,-0.0166517622,2.0359608854,0.0000000000,-1.3268134459,-3.9426534565,0.0000000000,-2.5867106668,-0.8545927417,0.0000000000
455,0.7561690110,-2.0784354562,0.9793022635,2.2052369701,0.0000000000,-1.5758225188,-2.6528887275,0.0000000000,-1.9151292119,1.4554165985,0.0000000000
456,0.3419200217,-1.6004523041,0.9799199639,3.5340397721,0.0000000000,-0.7749845010,-0.5986764642,0.0000000000,-1.6812126000,-0.7372651422,0.0000000000
457,0.6041443330,-1.2597855454,2.2597381610,2.2029829730,0.0000000000,-1.9601573731,-3.3938813253,0.0000000000,-2.6402096836,-3.8105740814,0.0000000000
458,0.7067924918,-2.0567173316,2.3550828965,4.2630663365,0.0000000000,-1.2935803554,-1.3372031427,0.0000000000,-2.2605273195,0.3718706581,0.0000000000
459,0.5977507667,-1.3682179482,1.0357869549,4.0930070717,0.0000000000,-2.3754165423,-0.6761365725,0.0000000000,-2.8651562069,-2.0716769862,0.0000000000
460,0.5891012492,-1.7440806581,1.2578252442,3.2400027022,0.0000000000,0.5492193786,3.1085499192,0.0000000000,-0.1284063356,0.3253070010,0.0000000000
461,0.3824222531,-1.2514168295,1.2233688306,3.5191298014,0.0000000000,-1.2927309318,-1.2595169818,0.0000000000,-3.4478763700,-3.0402387586,0.0000000000
462,0.5296493153,-1.5547491051,1.8039027147,3.3895918362,0.0000000000,-0.0602837587,0.4761521476,0.0000000000,-3.2182570379,-1.6160349414,0.0000000000
463,0.5630615484,-2.2028593370,0.9633235571,0.7056995761,0.0000000000,-1.0474311596,0.8333795507,0.0000000000,-1.5203348670,0.4219239507,0.0000000000
464,0.7037445706,-1.7641895521,1.6878623566,1.3483506747,0.0000000000,0.0383709069,0.7075398674,0.0000000000,-4.3274477869,-4.1210759402,0.0000000000
465,0.5030048518,-1.9320921846,0.0606469484,0.8027756106,0.0000000000,-2.0772435638,-3.0789451483,0.0000000000,-2.1998198058,0.1041651404,0.0000000000
466,0.4667830933,-1.1373030222,1.6894078544,3.4365611557,0.0000000000,1.5111122831,2.6493062390,0.0000000000,-2.6712412775,-0.9861567608,0.0000000000
467,0.5754011212,-2.3176733657,0.7607718050,2.2227402616,0.0000000000,0.2663151822,-0.4500185405,0.0000000000,-2.7504752051,-2.2062497902,0.0000000000
468,0.5125959253,-1.5464603391,0.6811846289,3.6402681476,0.0000000000,-0.2138608902,-0.8104522191,0.0000000000,-3.4623202590,-2.1094928529,0.0000000000
469,0.5354076376,-1.8523766944,0.7727537915,2.1676222981,0.0000000000,-0.4690009204,-2.3689655001,0.0000000000,-3.0058055768,-1.6007634938,0.0000000000
470,0.5540847740,-1.8767052910,-0.0911817733,2.7128093802,0.0000000000,-1.9449766173,-1.9689789322,0.0000000000,-2.2603525598,-2.1818684737,0.0000000000
471,0.4900890003,-1.9953078676,1.5002143895,2.7176380633,0.0000000000,-0.2324370090,0.3501535103,0.0000000000,-2.9979928736,-0.4796036389,0.0000000000
472,0.6281816247,-1.9340796604,0.0495321598,0.4663481791,0.0000000000,-2.7199270685,-3.5922447521,0.0000000000,-1.9131336880,-2.1683364347,0.0000000000
473,0.5084396395,-1.7579268798,0.3349665496,0.5308732124,0.0000000000,-2.5110250871,-3.0778879003,0.0000000000,-1.8494539750,-0.4492740154,0.0000000000
474,0.4540883507,-1.7915369245,0.3452002877,0.2641434653,0.0000000000,-1.3916975957,-1.4717270323,0.0000000000,-2.4748924822,0.8702969730,0.0000000000
475,0.5141642459,-2.2900625818,0.7735602831,1.9282601551,0.0000000000,-0.4206000834,0.6396197701,0.0000000000,-1.1252395835,-0.0466829622,0.0000000000
476,0.6327301145,-1.5039789954,2.4653134508,3.3192692761,0.0000000000,0.9659356600,2.7249085146,0.0000000000,-3.0406603034,-2.8186146126,0.0000000000
477,0.4202797159,-0.7991075184,-0.5446074281,0.2879104501,0.0000000000,0.0247935256,2.8523815859,0.0000000000,-2.1055784182,-0.3451612530,0.0000000000
478,0.6920352754,-1.7050590708,-0.0424621220,-0.4202418783,0.0000000000,-2.3875667772,-2.3911686607,0.0000000000,-2.2138769293,1.1653070206,0.0000000000
479,0.5923708673,-1.4919199438,1.6754821799,3.5508145823,0.0000000000,0.5231058280,1.9775535020,0.0000000000,-2.9977828171,-1.1041903052,0.0000000000
480,0.4343039564,-1.2363715457,1.7778333179,3.8357080856,0.0000000000,1.4397797361,1.1843946246,0.0000000000,-2.9109167401,-2.9557974455,0.0000000000
481,0.3461173686,-1.0997672847,-0.9096716722,0.3197837852,0.0000000000,-1.9891467770,-0.2952997555,0.0000000000,-1.8677122302,-1.0741990953,0.0000000000
482,0.6660888391,-1.8840876381,1.2934610998,2.4632465696,0.0000000000,0.9363857167,-1.4028715866,0.0000000000,-2.7384436559,0.2180434324,0.0000000000
483,0.6516797322,-1.7604893196,2.1602524542,3.7103901970,0.0000000000,0.6249989166,1.8628898926,0.0000000000,-3.4827507322,-2.1030141583,0.0000000000
484,0.4576514680,-0.9642096902,1.2444461323,1.1936983945,0.0000000000,-0.1243929703,-0.5461192286,0.0000000000,-3.4535837196,-2.8294149803,0.0000000000
485,0.6773156399,-1.1660852224,0.4447844417,3.2333845070,0.0000000000,0.0379587467,-1.7039773833,0.0000000000,-3.1482153968,-0.8844718171,0.0000000000
486,0.4647788667,-1.1458782437,2.3343331945,4.7268875507,0.0000000000,0.2408680921,-0.9061737439,0.0000000000,-2.0525837524,-0.3215429117,0.0000000000
487,0.4908402081,-1.2924005135,1.0329620371,4.2060255261,0.0000000000,-0.8943745021,-1.1579669893,0.0000000000,-0.7305076069,1.6969651599,0.0000000000
488,0.3476086586,-1.0319124884,2.2766156453,4.2938050482,0.0000000000,0.5416429448,-0.0854053539,0.0000000000,-2.1545221148,-1.6569027717,0.0000000000
489,0.4503525510,-1.4547396932,1.4265653336,3.2196643132,0.0000000000,0.5977630311,1.5895787373,0.0000000000,-2.4413637261,0.3465970844,0.0000000000
490,0.3854584705,-1.1731976989,1.8549860409,4.0067300203,0.0000000000,-0.3576667296,-0.7682550658,0.0000000000,-2.7210195264,-0.9312147471,0.0000000000
491,0.4320630108,-2.0321585111,-0.0141859997,0.5324091117,0.0000000000,-1.6538742782,-1.3888634477,0.0000000000,-2.5752062348,-1.6468315107,0.0000000000
492,0.7336772183,-1.4122531689,1.5460790997,5.1022422984,0.0000000000,-0.9754612697,-1.9595409006,0.0000000000,-2.2015574086,-0.2902347460,0.0000000000
493,0.5051754581,-1.5006250116,1.5021140374,2.1591004943,0.0000000000,-1.5593338295,-3.4646781918,0.0000000000,-2.2739356028,-3.1608986832,0.0000000000
494,0.6112651416,-2.4184969489,2.4176630032,3.2505935057,0.0000000000,-0.1400890637,0.6403386227,0.0000000000,-0.0904793741,2.4681186428,0.0000000000
495,0.6255366319,-1.6700443712,-0.1308099115,0.2090373252,0.0000000000,-0.4140288860,-1.6713146299,0.0000000000,-4.2623507588,-3.5651228782,0.0000000000
496,0.6466118395,-1.7680036636,2.4213257477,4.3184545684,0.0000000000,-2.3635174986,-2.3648439541,0.0000000000,-1.9517950671,-1.4631138851,0.0000000000
497,0.2844259071,-0.4419416764,0.8555598242,2.1869310936,0.0000000000,0.6296648131,1.7304800060,0.0000000000,0.6460213207,1.1200389390,0.0000000000
498,0.4204811827,-1.5019681726,1.7791839871,2.4465892227,0.0000000000,-2.0615799296,-3.1618533127,0.0000000000,-1.9723504545,-0.8398947442,0.0000000000
499,0.7055890127,-1.9114495944,1.6789042191,4.5829382428,0.0000000000,0.5297333560,0.8979108736,0.0000000000,-2.6171648972,-0.7512731604,0.0000000000
500,0.7259226455,-1.9169372475,0.4382659144,2.0710723829,0.0000000000,-0.9427574837,-1.1696075540,0.0000000000,-4.5783607928,-3.0304235623,0.0000000000
